Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2010-01-31,10.31,10.4,10.1,10.16,13777800.0,0.0,1.0,9.424498218103672,9.50676832863998,9.232534626852287,9.287381367209827,13777800.0
2010-02-28,10.65,10.81,10.61,10.63,12834200.0,0.0,1.0,9.869885764801255,10.018165738732542,9.832815771318433,9.851350768059845,12834200.0
2010-03-31,12.0,12.11,11.9,12.05,7404800.0,0.0,1.0,11.120998044846484,11.222940526924244,11.028323061139432,11.167335536700012,7404800.0
2010-04-30,11.23,11.23,11.0,11.08,14704600.0,0.0,1.0,10.407400670302168,10.407400670302168,10.194248207775944,10.268388194741588,14704600.0
2010-05-31,10.77,10.85,10.62,10.75,9435900.0,0.0,1.0,9.98109574524972,10.055235732215362,9.842083269689137,9.96256074850831,9435900.0
2010-06-30,10.63,10.81,10.4701,10.49,13219500.0,0.0,1.0,9.851350768059845,10.018165738732542,9.703163469112265,9.721605790869969,13219500.0
2010-07-31,11.65,11.95,11.6,11.88,5960800.0,0.0,1.0,10.796635601871795,11.074660552992956,10.750298110018267,11.00978806439802,5960800.0
2010-08-31,10.55,10.75,10.52,10.675,13491800.0,0.0,1.0,9.777210781094201,9.96256074850831,9.749408285982085,9.89305451072802,13491800.0
2010-09-30,11.1,11.15,10.78,10.82,18906600.0,0.0,1.0,10.286923191482998,10.333260683336526,9.990363243620425,10.027433237103248,18906600.0
2010-10-31,11.32,11.51,11.32,11.46,5168200.0,0.0,1.0,10.490808155638517,10.666890624681919,10.490808155638517,10.620553132828393,5168200.0
2010-11-30,11.69,11.83,11.53,11.74,10015600.0,0.0,1.0,10.833705595354617,10.963450572544494,10.68542562142333,10.880043087208144,10015600.0
2010-12-31,12.57,12.58,12.29,12.44,7091600.0,0.0,1.0,11.649245451976693,11.658512950347397,11.38975549759694,11.528767973157521,7091600.0
2011-01-31,11.2,11.4,11.2,11.29,9243000.0,0.0,1.0,10.379598175190052,10.56494814260416,10.379598175190052,10.4630056605264,9243000.0
2011-02-28,11.16,11.18,10.96,11.12,7682200.0,0.0,1.0,10.34252818170723,10.36106317844864,10.157178214293124,10.305458188224408,7682200.0
2011-03-31,10.97,11.09,10.93,10.97,7539800.0,0.0,1.0,10.32048276891631,10.433377749068539,10.282851108865566,10.32048276891631,7539800.0
2011-04-30,11.55,11.59,11.37,11.38,8734000.0,0.0,1.0,10.866141839652085,10.903773499702828,10.69679936942374,10.706207284436427,8734000.0
2011-05-31,11.53,11.99,11.525,11.99,11130800.0,0.0,1.0,10.847326009626713,11.28009010021026,10.84262205212037,11.28009010021026,11130800.0
2011-06-30,11.74,11.79,11.67,11.68,6501800.0,0.0,1.0,11.044892224893115,11.091931799956543,10.979036819804314,10.988444734817,6501800.0
2011-07-31,11.8,12.0,11.68,11.84,7142100.0,0.0,1.0,11.10133971496923,11.289498015222946,10.988444734817,11.138971375019972,7142100.0
2011-08-31,11.9,11.975,11.72,11.85,5694500.0,0.0,1.0,11.195418865096087,11.26597822769123,11.026076394867744,11.148379290032658,5694500.0
2011-09-30,11.82,12.03,11.73,11.9,7985900.0,0.0,1.0,11.120155544994601,11.317721760261003,11.03548430988043,11.195418865096087,7985900.0
2011-10-31,13.4,13.49,13.29,13.39,7929800.0,0.0,1.0,12.606606116998956,12.691277352113127,12.50311905185941,12.59719820198627,7929800.0
2011-11-30,12.3,12.43,12.22,12.42,11788100.0,0.0,1.0,11.57173546560352,11.694038360768435,11.496472145502034,11.684630445755749,11788100.0
2011-12-31,12.27,12.39,12.25,12.32,3054100.0,0.0,1.0,11.543511720565462,11.656406700717692,11.524695890540091,11.590551295628892,3054100.0
2012-01-31,12.19,12.35,12.18,12.34,7502400.0,0.0,1.0,11.468248400463976,11.618775040666948,11.45884048545129,11.609367125654263,7502400.0
2012-02-29,12.03,12.14,11.89,11.95,17231100.0,0.0,1.0,11.317721760261003,11.421208825400548,11.186010950083402,11.242458440159515,17231100.0
2012-03-31,12.84,12.88,12.7,12.82,9029100.0,0.0,1.0,12.25343358856746,12.291606278874525,12.119829172492736,12.234347243413929,9029100.0
2012-04-30,12.83,12.95,12.81,12.875,6170800.0,0.0,1.0,12.243890415990695,12.358408486911884,12.224804070837163,12.28683469258614,6170800.0
2012-05-31,11.91,11.95,11.63,11.74,11647000.0,0.0,1.0,11.365918538928229,11.404091229235291,11.098709706778783,11.203684605123208,11647000.0
2012-06-30,11.7,12.23,11.64,11.99,11235000.0,0.0,1.0,11.165511914816143,11.67130006138474,11.108252879355549,11.442263919542356,11235000.0
2012-07-31,12.0,12.16,11.92,12.03,7417000.0,0.0,1.0,11.451807092119122,11.604497853347377,11.375461711504995,11.480436609849418,7417000.0
2012-08-31,11.76,11.9,11.71,11.76,4701100.0,0.0,1.0,11.22277095027674,11.356375366351463,11.175055087392911,11.22277095027674,4701100.0
2012-09-30,11.36,11.4,11.22,11.275,13480400.0,0.0,1.0,10.8410440472061,10.879216737513167,10.707439631131379,10.759927080303592,13480400.0
2012-10-31,10.79,10.92,10.75,10.885,5422500.0,0.0,1.0,10.297083210330443,10.4211444538284,10.25891052002338,10.38774334980972,5422500.0
2012-11-30,11.48,11.54,11.41,11.455,11664900.0,0.0,1.0,10.955562118127293,11.012821153587888,10.888759910089933,10.931704186685378,11664900.0
2012-12-31,10.5,10.67,10.48,10.62,6038700.0,0.0,1.0,10.020331205604231,10.182565139409252,10.0012448604507,10.134849276525422,6038700.0
2013-01-31,11.29,11.48,11.25,11.4,9048000.0,0.0,1.0,10.77424183916874,10.955562118127293,10.736069148861677,10.879216737513167,9048000.0
2013-02-28,14.27,14.54,14.25,14.295,7461400.0,0.0,1.0,13.618107267044989,13.875772926617667,13.599020921891457,13.641965198486904,7461400.0
2013-03-31,14.41,14.58,14.3,14.57,3323900.0,0.0,1.0,13.933536681017607,14.09791567031483,13.827173805589991,14.088246318003229,3323900.0
2013-04-30,14.97,15.02,14.82,14.96,7853100.0,0.0,1.0,14.475020410467286,14.52336717202529,14.329980125793265,14.465351058155683,7853100.0
2013-05-31,14.99,15.03,14.25,14.43,19903700.0,0.0,1.0,14.494359115090488,14.533036524336891,13.778827044031985,13.952875385640809,19903700.0
2013-06-30,13.95,14.35,13.82,14.26,6015200.0,0.0,1.0,13.488746474683941,13.875520567147998,13.363044894633125,13.788496396343586,6015200.0
2013-07-31,18.19,18.28,17.94,17.98,8697900.0,0.0,1.0,17.588551854802933,17.675576025607345,17.3468180470129,17.385495456259303,8697900.0
