Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2010-01-31,23.02,23.55,22.7,22.91,4373500.0,0.0,1.0,19.602817763688602,20.054142412461623,19.330319862542627,19.509146610169672,4373500.0
2010-02-28,24.92,25.18,24.79,24.92,5170200.0,0.0,1.0,21.220774051742833,21.442178596423933,21.110071779402276,21.220774051742833,5170200.0
2010-03-31,25.92,26.175,25.77,26.02,2245100.0,0.0,1.0,22.072329992824002,22.2894767577997,21.944596601661825,22.15748558693212,2245100.0
2010-04-30,27.64,27.69,27.25,27.28,2749300.0,0.0,1.0,23.53700621148362,23.57958400853768,23.20489939446196,23.2304460726944,2749300.0
2010-05-31,27.88,28.16,27.65,27.91,4039200.0,0.0,1.0,23.7413796373431,23.97981530084583,23.54552177089443,23.766926315575535,4039200.0
2010-06-30,26.6,27.02,26.48,26.55,4309700.0,0.0,1.0,22.6513880327592,23.00904152801329,22.54920131982946,22.608810235705143,4309700.0
2010-07-31,28.2,28.585,28.09,28.15,4076000.0,0.0,1.0,24.013877538489076,24.34172657580533,23.920206384970147,23.97129974143502,4076000.0
2010-08-31,28.84,29.22,28.53,29.09,4588900.0,0.0,1.0,24.558873340781027,24.882464598391874,24.294890999045865,24.77176232605132,4588900.0
2010-09-30,31.73,31.99,31.29,31.74,2771300.0,0.0,1.0,27.019870010505617,27.24127455518672,26.645185396429902,27.028385569916427,2771300.0
2010-10-31,32.89,35.5,31.75,34.75,7954600.0,0.0,1.0,28.007674902159778,30.23023590838164,27.03690112932724,29.59156895257076,7954600.0
2010-11-30,34.23,34.37,33.86,34.31,3480700.0,0.0,1.0,29.148759863208547,29.26797769495991,28.833684165008517,29.216884338495046,3480700.0
2010-12-31,32.95,32.96,32.66,32.67,1188300.0,0.0,1.0,30.52655790318267,30.535822412409736,30.25788713559775,30.26715164482482,1188300.0
2011-01-31,33.74,33.89,33.3,33.65,2272100.0,0.0,1.0,31.25845413212089,31.39742177052688,30.850815726129976,31.17507354907729,2272100.0
2011-02-28,35.98,36.02,35.05,35.29,2165900.0,0.0,1.0,33.33370419898368,33.37076223589195,32.472104840866535,32.69445306231613,2165900.0
2011-03-31,36.48,36.545,36.19,36.21,1592300.0,0.0,1.0,33.796929660336986,33.85714897031292,33.52825889275207,33.5467879112062,1592300.0
2011-04-30,37.3,37.39,36.68,36.98,4125200.0,0.0,1.0,34.5566194169564,34.64,33.98221984487831,34.26015512169029,4125200.0
2011-05-31,35.73,35.88,34.42,35.02,8776900.0,0.0,1.0,35.73,35.88,34.42,35.02,8776900.0
2011-06-30,33.58,33.77,33.44,33.46,2708900.0,0.0,1.0,33.58,33.77,33.44,33.46,2708900.0
2011-07-31,31.63,31.97,31.05,31.21,4780300.0,0.0,1.0,31.63,31.97,31.05,31.21,4780300.0
2011-08-31,31.32,31.47,30.935,31.15,1892900.0,0.0,1.0,31.32,31.47,30.935,31.15,1892900.0
2011-09-30,28.57,29.21,28.33,28.61,2129300.0,0.0,1.0,28.57,29.21,28.33,28.61,2129300.0
2011-10-31,32.68,32.98,32.09,32.09,2395100.0,0.0,1.0,32.68,32.98,32.09,32.09,2395100.0
2011-11-30,33.1,33.75,32.73,33.58,2295500.0,0.0,1.0,33.1,33.75,32.73,33.58,2295500.0
2011-12-31,35.68,36.01,35.62,35.72,882200.0,0.0,1.0,35.68,36.01,35.62,35.72,882200.0
2012-01-31,37.06,37.2,36.92,37.04,1470000.0,0.0,1.0,37.06,37.2,36.92,37.04,1470000.0
2012-02-29,37.39,37.39,36.84,36.95,2225200.0,0.0,1.0,37.39,37.39,36.84,36.95,2225200.0
2012-03-31,38.73,38.858,38.3,38.35,1670800.0,0.0,1.0,38.73,38.858,38.3,38.35,1670800.0
2012-04-30,41.66,41.69,41.02,41.11,2188400.0,0.0,1.0,41.66,41.69,41.02,41.11,2188400.0
2012-05-31,38.63,38.7098,37.61,38.23,3212700.0,0.0,1.0,38.63,38.7098,37.61,38.23,3212700.0
2012-06-30,43.13,43.65,42.74,43.57,2409000.0,0.0,1.0,43.13,43.65,42.74,43.57,2409000.0
2012-07-31,45.18,45.29,44.25,44.42,2909600.0,0.0,1.0,45.18,45.29,44.25,44.42,2909600.0
2012-08-31,47.5,47.89,46.92,47.68,983400.0,0.0,1.0,47.5,47.89,46.92,47.68,983400.0
2012-09-30,48.28,48.84,48.0,48.69,1545600.0,0.0,1.0,48.28,48.84,48.0,48.69,1545600.0
2012-10-31,39.39,39.62,36.35,37.07,10502200.0,0.0,1.0,39.39,39.62,36.35,37.07,10502200.0
2012-11-30,33.25,34.75,32.81,34.15,45123100.0,0.0,1.0,33.25,34.75,32.81,34.15,45123100.0
2012-12-31,38.01,39.02,37.87,38.82,2720600.0,0.0,1.0,38.01,39.02,37.87,38.82,2720600.0
2013-01-31,43.23,43.62,42.9,43.41,2937300.0,0.0,1.0,43.23,43.62,42.9,43.41,2937300.0
2013-02-28,45.35,46.105,45.19,45.81,3776900.0,0.0,1.0,45.35,46.105,45.19,45.81,3776900.0
2013-03-31,47.02,47.5,46.8896,47.27,3277300.0,0.0,1.0,47.02,47.5,46.8896,47.27,3277300.0
2013-04-30,45.07,46.34,45.07,46.07,2731500.0,0.0,1.0,45.07,46.34,45.07,46.07,2731500.0
2013-05-31,46.96,47.65,46.74,47.04,1918300.0,0.0,1.0,46.96,47.65,46.74,47.04,1918300.0
2013-06-30,44.61,44.8,43.985,44.66,3037300.0,0.0,1.0,44.61,44.8,43.985,44.66,3037300.0
2013-07-31,47.68,47.99,47.38,47.84,1446000.0,0.0,1.0,47.68,47.99,47.38,47.84,1446000.0
2013-08-31,48.34,48.52,47.95,47.99,1420700.0,0.0,1.0,48.34,48.52,47.95,47.99,1420700.0
2013-09-30,50.72,51.38,50.5901,50.89,1039500.0,0.0,1.0,50.72,51.38,50.5901,50.89,1039500.0
2013-10-31,54.21,54.57,53.83,54.28,1397100.0,0.0,1.0,54.21,54.57,53.83,54.28,1397100.0
2013-11-30,56.68,57.3,56.65,56.86,652300.0,0.0,1.0,56.68,57.3,56.65,56.86,652300.0
2013-12-31,59.36,59.85,59.33,59.78,769900.0,0.0,1.0,59.36,59.85,59.33,59.78,769900.0
2014-01-31,58.83,59.405,58.47,58.75,2604600.0,0.0,1.0,58.83,59.405,58.47,58.75,2604600.0
2014-02-28,55.07,55.63,54.7,55.11,1505400.0,0.0,1.0,55.07,55.63,54.7,55.11,1505400.0
2014-03-31,53.6,54.215,53.565,53.91,1316300.0,0.0,1.0,53.6,54.215,53.565,53.91,1316300.0
2014-04-30,46.78,47.47,46.45,47.18,2241000.0,0.0,1.0,46.78,47.47,46.45,47.18,2241000.0
2014-05-31,50.21,50.43,49.79,50.08,979100.0,0.0,1.0,50.21,50.43,49.79,50.08,979100.0
2014-06-30,48.59,49.19,48.37,48.81,1313500.0,0.0,1.0,48.59,49.19,48.37,48.81,1313500.0
2014-07-31,53.92,54.715,53.66,54.05,1614600.0,0.0,1.0,53.92,54.715,53.66,54.05,1614600.0
2014-08-31,56.55,57.43,56.55,57.075,827600.0,0.0,1.0,56.55,57.43,56.55,57.075,827600.0
2014-09-30,55.27,55.605,55.06,55.12,804095.0,0.0,1.0,55.27,55.605,55.06,55.12,804095.0
2014-10-31,59.46,59.825,59.2,59.76,1313153.0,0.0,1.0,59.46,59.825,59.2,59.76,1313153.0
2014-11-30,60.0,60.4,59.98,60.1,566415.0,0.0,1.0,60.0,60.4,59.98,60.1,566415.0
2014-12-31,57.72,57.9,56.95,57.0,539199.0,0.0,1.0,57.72,57.9,56.95,57.0,539199.0
2015-01-31,54.45,55.21,54.15,54.48,1317478.0,0.0,1.0,54.45,55.21,54.15,54.48,1317478.0
2015-02-28,64.6,64.9,63.97,64.02,1097133.0,0.0,1.0,64.6,64.9,63.97,64.02,1097133.0
2015-03-31,66.8,67.5,66.3,66.97,916120.0,0.0,1.0,66.8,67.5,66.3,66.97,916120.0
2015-04-30,63.68,64.44,63.13,63.51,1326770.0,0.0,1.0,63.68,64.44,63.13,63.51,1326770.0
2015-05-31,63.66,64.17,63.02,63.19,1514386.0,0.0,1.0,63.66,64.17,63.02,63.19,1514386.0
2015-06-30,61.97,62.13,61.51,61.72,1015929.0,0.0,1.0,61.97,62.13,61.51,61.72,1015929.0
2015-07-31,71.23,71.73,70.8,70.94,867452.0,0.0,1.0,71.23,71.73,70.8,70.94,867452.0
2015-08-31,69.42,69.61,68.6452,68.94,954408.0,0.0,1.0,69.42,69.61,68.6452,68.94,954408.0
2015-09-30,69.12,70.68,68.9201,70.56,963838.0,0.0,1.0,69.12,70.68,68.9201,70.56,963838.0
2015-10-31,80.74,81.49,80.38,80.6,740130.0,0.0,1.0,80.74,81.49,80.38,80.6,740130.0
2015-11-30,89.62,90.13,88.9325,89.44,1389744.0,0.0,1.0,89.62,90.13,88.9325,89.44,1389744.0
2015-12-31,88.11,88.66,87.35,87.36,493945.0,0.0,1.0,88.11,88.66,87.35,87.36,493945.0
2016-01-31,76.95,77.36,75.3,75.6,1619841.0,0.0,1.0,76.95,77.36,75.3,75.6,1619841.0
2016-02-29,85.4,86.298,84.45,84.49,1120492.0,0.0,1.0,85.4,86.298,84.45,84.49,1120492.0
2016-03-31,89.21,89.87,88.47,88.54,960640.0,0.0,1.0,89.21,89.87,88.47,88.54,960640.0
2016-04-30,91.53,91.99,86.17,86.4,1592544.0,0.0,1.0,91.53,91.99,86.17,86.4,1592544.0
2016-05-31,85.06,86.14,84.25,85.46,683219.0,0.0,1.0,85.06,86.14,84.25,85.46,683219.0
2016-06-30,84.94,86.48,84.52,86.46,980116.0,0.0,1.0,84.94,86.48,84.52,86.46,980116.0
2016-07-31,83.45,87.19,83.0,86.61,1755253.0,0.0,1.0,83.45,87.19,83.0,86.61,1755253.0
2016-08-31,74.09,74.7,74.01,74.45,905990.0,0.0,1.0,74.09,74.7,74.01,74.45,905990.0
2016-09-30,78.4,78.91,77.45,78.24,883838.0,0.0,1.0,78.4,78.91,77.45,78.24,883838.0
2016-10-31,84.61,84.93,83.89,84.02,1222985.0,0.0,1.0,84.61,84.93,83.89,84.02,1222985.0
2016-11-30,92.925,79.19,77.98,78.85,984590.0,0.0,1.0,92.925,79.19,77.98,78.85,984590.0
2016-12-31,76.25,76.35,75.71,76.07,545741.0,0.0,1.0,76.25,76.35,75.71,76.07,545741.0
2017-01-31,81.14,81.23,79.6,80.21,795071.0,0.0,1.0,81.14,81.23,79.6,80.21,795071.0
2017-02-28,82.78,82.78,81.96,82.47,1572111.0,0.0,1.0,82.78,82.78,81.96,82.47,1572111.0
2017-03-31,86.87,87.35,86.74,87.11,621714.0,0.0,1.0,86.87,87.35,86.74,87.11,621714.0
2017-04-30,91.0,91.8,88.18,88.92,1561645.0,0.0,1.0,91.0,91.8,88.18,88.92,1561645.0
2017-05-31,90.79,90.79,89.9,90.16,835546.0,0.0,1.0,90.79,90.79,89.9,90.16,835546.0
2017-06-30,93.32,93.9,92.94,92.96,2198867.0,0.0,1.0,93.32,93.9,92.94,92.96,2198867.0
2017-07-31,102.64,102.77,101.11,101.17,1057475.0,0.0,1.0,102.64,102.77,101.11,101.17,1057475.0
2017-08-31,103.0,103.9101,102.2001,103.75,868501.0,0.0,1.0,103.0,103.9101,102.2001,103.75,868501.0
2017-09-30,105.81,106.81,105.06,106.39,623866.0,0.0,1.0,105.81,106.81,105.06,106.39,623866.0
2017-10-31,107.54,107.92,106.96,107.52,807524.0,0.0,1.0,107.54,107.92,106.96,107.52,807524.0
2017-11-30,114.81,115.84,114.42,115.1,2560931.0,0.0,1.0,114.81,115.84,114.42,115.1,2560931.0
2017-12-31,115.76,116.43,114.38,114.44,494886.0,0.0,1.0,115.76,116.43,114.38,114.44,494886.0
2018-01-31,112.35,115.32,112.22,114.92,895155.0,0.0,1.0,112.35,115.32,112.22,114.92,895155.0
2018-02-28,117.1,118.36,116.0,116.02,869892.0,0.0,1.0,117.1,118.36,116.0,116.02,869892.0
2018-03-31,121.57,122.63,116.74,117.48,1441898.0,0.0,1.0,121.57,122.63,116.74,117.48,1441898.0
